actor,year,doc_index,total_risk_mentions,risk_naturhot,risk_biologiska_hot,risk_olyckor,risk_antagonistiska_hot,risk_cyber_hot,risk_sociala_risker,risk_teknisk_infrastruktur,risk_brand,risk_miljö_klimat,risk_ekonomi,sannolikhet_total,sannolikhet_very_low,sannolikhet_low,sannolikhet_medium,sannolikhet_high,sannolikhet_very_high,sannolikhet_change,sannolikhet_uncertainty,sannolikhet_acceptability,sannolikhet_UNKNOWN,konsekvens_total,konsekvens_very_low,konsekvens_low,konsekvens_medium,konsekvens_high,konsekvens_very_high,konsekvens_change,konsekvens_uncertainty,konsekvens_acceptability,konsekvens_UNKNOWN,risk_total,risk_very_low,risk_low,risk_medium,risk_high,risk_very_high,risk_change,risk_uncertainty,risk_acceptability,risk_UNKNOWN
kommun,2015,0,58,12,12,3,2,0,2,16,8,3,0,3,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,1,0,5,12,0,0,0,1,0,0,0,0,11
kommun,2015,1,108,23,33,9,9,0,7,12,13,2,0,3,0,2,0,0,0,0,0,0,1,17,0,1,2,9,1,0,0,0,4,29,0,0,0,2,0,3,0,0,24
kommun,2015,2,487,164,54,68,67,7,5,37,53,27,5,50,2,7,3,9,5,4,2,0,18,79,1,2,1,27,4,1,3,0,40,73,4,1,2,4,4,14,1,0,43
kommun,2015,3,443,142,43,58,55,1,13,63,52,16,0,45,2,8,7,10,2,3,1,0,12,75,2,4,0,42,4,2,2,0,19,82,0,1,0,5,0,14,3,0,59
kommun,2016,4,86,31,4,9,9,0,8,11,12,2,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,4,62,0,0,0,5,2,0,0,0,55
kommun,2015,5,32,13,2,5,2,0,1,1,8,0,0,2,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,0,1,0,0,1,0,5
kommun,2019,6,6,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2
kommun,2015,7,180,58,24,23,29,1,12,16,16,1,0,7,1,0,1,1,0,0,1,0,3,29,0,1,1,17,2,0,1,0,7,29,0,1,0,3,0,5,0,0,20
kommun,2019,8,34,2,6,0,2,0,6,16,1,1,0,8,0,0,1,0,0,0,0,0,7,5,0,1,0,1,1,0,0,0,2,11,0,0,0,4,1,1,0,0,5
kommun,2023,9,57,6,19,5,14,2,0,6,4,1,0,8,0,0,0,0,0,0,0,0,8,13,0,0,0,1,0,0,0,0,12,23,0,0,0,1,0,2,0,0,20
kommun,2019,10,44,14,9,3,1,1,0,8,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,1,0,0,7
kommun,2023,11,14,3,3,1,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,27,0,0,0,0,0,1,1,0,25
kommun,2019,12,79,20,6,0,4,0,1,28,18,2,0,8,0,2,0,2,0,1,0,0,3,30,0,0,0,5,0,1,0,0,24,16,0,1,0,1,0,1,0,0,13
kommun,2019,13,105,24,25,3,20,1,4,16,11,1,0,4,0,0,0,1,2,0,0,0,1,9,0,0,1,1,0,0,1,0,6,22,0,0,0,1,6,0,0,0,15
kommun,2023,14,54,16,5,5,4,2,1,16,4,1,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,2,11,0,0,0,0,0,4,0,0,7
kommun,2019,15,156,45,42,13,9,1,7,19,15,5,0,58,12,5,12,3,0,2,1,0,23,65,2,10,1,29,4,0,0,0,19,21,1,0,0,3,0,5,1,0,11
kommun,2023,16,295,114,45,9,35,8,14,26,36,7,1,16,0,2,2,1,1,1,1,0,8,48,1,1,1,13,2,0,0,0,30,96,0,4,13,20,2,17,1,0,39
kommun,2023,17,137,57,13,3,17,2,13,18,12,2,0,17,1,1,0,1,0,3,0,0,11,67,0,1,0,13,3,1,0,0,49,54,1,0,0,3,0,3,2,0,45
kommun,2023,18,604,227,76,32,83,15,7,98,57,9,0,13,0,3,1,3,0,1,1,0,4,97,0,1,1,27,3,4,3,0,58,103,2,3,1,9,1,23,1,0,63
kommun,2015,19,15,1,9,0,0,0,4,1,0,0,0,13,0,1,4,0,5,0,0,0,3,17,0,0,1,4,5,1,0,0,6,16,0,1,0,1,0,1,0,0,13
kommun,2023,20,271,138,13,18,26,1,0,42,15,18,0,1,0,0,0,0,0,1,0,0,0,29,0,0,0,12,1,2,1,0,13,38,0,2,0,4,0,12,3,0,17
kommun,2023,21,421,155,72,40,25,11,6,60,43,7,2,61,3,4,2,8,2,5,1,0,36,37,1,0,2,17,1,2,1,0,13,87,0,3,6,15,3,12,1,0,47
kommun,2015,22,80,15,21,6,2,0,3,29,3,1,0,34,13,0,1,0,9,2,0,0,9,15,1,0,0,6,3,0,0,0,5,26,0,0,0,1,0,2,0,0,23
kommun,2023,23,187,88,16,1,9,0,0,58,11,3,1,1,0,0,0,0,0,0,0,0,1,37,0,0,3,12,0,1,0,0,21,46,0,0,0,5,0,12,3,0,26
kommun,2019,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kommun,2023,25,72,30,12,0,8,0,2,9,5,6,0,25,2,3,5,4,1,1,0,0,9,23,0,2,1,4,0,0,0,0,16,29,0,0,0,1,0,4,1,0,23
kommun,2019,26,71,22,7,5,12,2,0,10,9,4,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,2,3,0,0,0,4,15,0,0,0,2,0,0,0,0,13
kommun,2015,27,198,79,27,15,26,1,5,23,7,15,0,3,0,0,0,2,0,0,0,0,1,24,0,1,0,9,4,0,0,0,10,24,0,0,0,1,0,8,0,0,15
kommun,2015,28,24,6,5,3,1,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,3,12,0,0,0,4,0,1,0,0,7,45,0,0,0,2,0,2,0,0,41
kommun,2013,29,36,11,10,2,0,0,0,8,3,2,0,7,1,1,0,0,1,0,1,0,3,6,0,0,1,0,0,0,0,0,5,17,0,0,0,2,0,1,0,1,13
kommun,2015,30,20,7,5,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,3
kommun,2015,31,47,12,5,10,4,0,1,8,6,1,0,8,1,1,0,1,1,0,0,0,4,6,1,0,0,0,1,0,0,0,4,14,0,0,0,0,0,0,0,0,14
kommun,2015,32,31,11,0,9,0,0,2,9,0,0,0,9,0,1,1,1,1,0,1,0,4,13,1,0,0,1,2,0,0,0,9,31,1,0,0,1,0,1,0,0,28
kommun,2023,33,61,9,11,4,15,0,1,18,3,0,0,4,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,20,0,0,0,0,0,1,1,0,18
kommun,2019,34,240,64,46,12,22,2,4,36,50,4,0,60,0,4,8,6,2,8,2,0,30,68,2,0,0,22,6,4,2,0,32,76,0,0,0,4,0,15,0,0,57
kommun,2023,35,84,20,5,0,8,1,3,28,16,3,0,8,0,2,0,2,0,1,0,0,3,29,0,0,0,5,0,1,0,0,23,18,0,1,0,2,0,1,0,0,14
kommun,2019,36,59,19,16,6,2,1,2,9,3,1,0,26,2,6,7,3,2,1,1,0,4,13,0,0,0,0,0,0,1,0,12,41,0,0,0,1,0,3,5,1,31
kommun,2019,37,575,217,77,48,105,1,14,44,59,10,0,49,2,10,13,15,2,1,0,0,6,112,0,3,1,56,7,5,3,0,37,75,0,0,0,13,0,10,0,0,52
kommun,2023,38,54,25,7,8,1,0,0,8,2,3,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,4,20,0,2,0,3,0,1,0,0,14
kommun,2015,39,349,105,58,41,33,1,23,39,28,8,13,20,1,2,5,2,3,0,1,0,6,46,0,1,1,24,2,1,2,0,15,75,0,2,2,5,0,12,1,0,53
kommun,2015,40,176,74,23,14,7,2,1,32,11,12,0,20,0,1,4,0,1,0,0,0,14,41,0,0,0,5,0,0,0,0,36,54,0,0,1,1,0,6,1,0,45
kommun,2023,41,111,54,8,12,11,0,0,24,0,2,0,5,0,1,0,0,0,1,0,0,3,13,0,0,0,4,0,1,0,0,8,23,0,0,0,3,0,3,0,0,17
kommun,2019,42,82,34,3,13,0,0,1,16,12,3,0,3,0,0,0,0,0,1,0,0,2,10,0,0,0,3,0,0,1,0,6,71,0,0,1,2,0,6,3,0,59
kommun,2023,43,82,22,11,6,6,0,5,28,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,17,0,0,0,1,0,2,0,0,14
kommun,2023,44,13,0,8,1,1,0,0,3,0,0,0,58,2,2,8,3,21,0,0,0,22,36,2,9,0,10,4,0,0,0,11,5,0,0,0,0,0,0,0,0,5
kommun,2015,45,63,20,9,4,3,2,0,22,2,1,0,6,0,1,0,2,1,0,0,0,2,9,0,0,1,4,1,0,0,0,3,34,0,1,0,3,0,0,0,0,30
kommun,2023,46,176,92,15,2,20,3,1,24,18,1,0,1,0,0,0,0,0,0,0,0,1,17,0,0,0,7,1,0,0,0,9,20,0,1,0,2,0,4,0,0,13
kommun,2023,47,41,9,6,4,2,1,2,16,1,0,0,7,0,0,1,0,1,0,0,0,5,10,0,0,0,1,0,0,0,0,9,14,0,0,0,1,0,0,0,0,13
kommun,2023,48,50,18,10,0,8,2,3,6,2,1,0,5,0,0,0,0,0,1,0,0,4,14,0,0,0,5,1,1,0,0,7,25,0,0,0,2,0,2,2,0,19
kommun,2023,49,205,66,36,16,12,7,3,30,22,13,0,8,0,1,0,2,1,1,0,0,3,13,0,0,0,6,0,0,0,0,7,67,0,0,0,5,0,9,3,0,50
kommun,2019,50,73,26,9,3,13,3,0,8,7,4,0,4,0,0,0,0,0,0,0,0,4,10,0,0,0,1,2,0,0,0,7,17,0,0,0,1,0,0,0,0,16
kommun,2023,51,255,110,28,34,30,0,12,20,17,4,0,13,0,1,2,3,2,1,0,0,4,45,0,1,1,19,3,0,1,0,20,47,0,0,1,2,0,9,0,0,35
kommun,2023,52,20,2,3,0,2,1,0,11,1,0,0,10,0,1,0,1,0,0,1,0,7,8,0,0,0,1,1,0,1,0,5,28,0,0,0,0,0,3,0,0,25
kommun,2023,53,21,5,7,0,3,0,0,4,2,0,0,9,0,0,0,0,0,1,0,0,8,16,0,1,0,1,0,0,0,0,14,15,0,0,0,2,0,2,0,0,11
kommun,2015,54,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,23,0,1,1,2,1,0,1,0,17
kommun,2019,55,183,64,21,20,10,5,4,43,10,4,2,45,1,1,2,4,4,0,1,0,32,21,1,0,1,12,3,1,0,0,3,53,0,3,4,11,3,3,3,0,26
kommun,2016,56,158,28,41,21,6,2,1,37,16,6,0,7,0,0,1,0,0,1,0,0,5,30,0,0,1,11,1,0,1,0,16,83,0,3,1,6,0,4,2,0,67
kommun,2019,57,159,42,23,3,49,4,10,9,15,4,0,1,0,0,0,1,0,0,0,0,0,39,0,0,1,13,0,0,0,0,25,69,0,0,1,6,0,11,1,0,50
kommun,2012,58,14,1,5,1,0,0,0,4,2,1,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,1,0,0,9
kommun,2019,59,198,84,30,6,16,1,5,30,23,3,0,13,1,2,0,1,0,2,0,0,7,74,0,0,0,26,4,1,1,0,42,101,1,5,1,6,2,13,1,0,72
kommun,2019,60,232,74,43,3,34,0,13,20,38,7,0,15,0,1,0,1,1,1,1,0,10,40,0,1,0,7,1,0,0,0,31,83,0,6,14,15,3,9,0,0,36
kommun,2023,61,860,200,187,108,71,14,44,146,65,24,1,170,27,8,5,17,15,11,43,2,42,313,27,21,13,81,31,1,15,2,122,97,0,1,1,9,0,11,0,0,75
kommun,2023,62,456,116,51,45,103,1,12,40,61,22,5,26,2,3,1,6,2,0,1,0,11,42,0,1,0,15,1,2,3,0,20,82,0,0,0,11,1,23,1,0,46
kommun,2019,63,417,202,77,23,37,1,14,26,34,3,0,32,1,3,12,6,2,0,0,0,8,72,0,4,0,43,0,0,1,0,24,81,0,0,0,11,0,10,0,0,60
kommun,2020,64,27,12,4,1,4,0,1,1,1,3,0,7,3,0,0,1,0,0,0,0,3,15,0,0,0,4,0,0,0,0,11,45,1,0,0,27,2,1,0,0,14
kommun,2023,65,27,9,4,2,2,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,19,0,0,0,2,0,0,0,0,17
kommun,2019,66,28,16,4,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,8,10,0,0,0,1,0,0,0,0,9
kommun,2019,67,47,11,7,7,5,0,2,6,9,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,23,0,0,1,0,0,0,0,0,22
kommun,2023,68,47,5,13,1,7,3,2,15,1,0,0,4,0,0,0,0,0,0,0,0,4,33,2,0,2,10,2,1,0,0,16,36,0,0,0,0,0,3,3,0,30
kommun,2015,69,89,16,8,7,7,1,9,29,10,2,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,2,2,0,0,0,5,15,0,2,0,3,0,1,0,0,9
kommun,2023,70,80,10,8,2,32,2,3,22,0,0,1,1,0,0,0,0,0,0,0,0,1,12,0,0,0,5,0,0,0,0,7,42,0,0,0,2,0,3,1,0,36
kommun,2023,71,147,42,30,5,18,2,4,20,22,4,0,6,0,0,0,3,1,0,0,0,2,12,0,0,1,2,2,0,0,0,7,28,0,0,1,4,1,1,0,0,21
kommun,2019,72,112,43,12,2,18,1,8,13,12,3,0,11,1,1,0,1,0,1,0,0,7,54,0,1,0,9,3,0,0,0,41,38,1,0,0,3,0,2,1,0,31
kommun,2023,73,12,2,2,2,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,7
kommun,2015,74,334,105,57,14,46,9,5,42,39,17,0,2,0,1,0,0,0,0,0,0,1,24,1,0,0,10,1,1,1,0,10,101,0,1,0,5,1,13,1,0,80
kommun,2019,75,85,19,19,3,9,0,5,18,11,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,2,15,0,0,0,2,0,1,0,0,12
kommun,2023,76,15,9,2,0,0,0,2,2,0,0,0,3,0,0,0,0,1,0,0,0,2,8,0,0,0,3,0,0,2,0,3,11,0,0,0,3,0,0,0,0,8
kommun,2023,77,281,30,58,12,68,1,20,48,22,20,2,50,20,0,6,1,15,0,0,0,8,32,0,0,1,15,2,0,0,0,14,48,0,0,0,8,0,4,0,1,35
kommun,2015,78,117,35,21,5,14,0,1,10,15,12,4,5,0,0,0,0,0,0,0,0,5,18,0,0,0,3,0,0,0,0,15,74,0,0,0,8,0,6,0,0,60
kommun,2015,79,153,45,25,26,21,2,1,24,3,6,0,23,1,0,0,5,1,1,0,0,15,22,2,1,0,2,4,0,0,0,13,34,0,1,0,2,1,6,0,0,24
kommun,2023,80,369,121,68,37,53,2,14,30,37,7,0,41,3,3,20,9,3,0,0,0,3,85,0,7,1,28,17,4,2,0,26,98,0,1,20,21,1,23,0,0,32
kommun,2023,81,133,34,26,12,19,4,2,12,17,6,1,13,1,1,0,1,0,3,0,0,7,18,2,0,1,2,2,1,0,0,10,22,0,0,0,0,0,5,1,0,16
kommun,2019,82,92,30,11,1,4,0,1,35,5,5,0,22,2,3,4,3,2,1,0,0,7,23,0,2,1,6,0,0,0,0,14,32,0,0,0,1,0,4,0,0,27
kommun,2023,83,115,46,13,5,12,3,0,13,14,9,0,2,0,0,0,0,0,0,0,0,2,10,0,0,0,3,2,0,0,0,5,30,0,1,0,1,0,7,0,0,21
kommun,2015,84,36,23,2,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,2,0,2,24,0,0,0,1,0,2,0,3,18
kommun,2016,85,142,6,5,0,35,0,14,53,29,0,0,28,1,3,4,2,2,0,1,0,15,16,2,1,0,4,2,0,0,0,7,31,0,0,0,4,0,2,1,0,24
kommun,2015,86,65,24,11,2,3,0,0,14,11,0,0,8,0,1,2,1,0,1,0,0,3,7,0,3,0,0,0,0,0,0,4,18,0,0,0,1,0,1,0,0,16
kommun,2023,87,22,8,3,0,5,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,2,9,0,0,0,1,0,0,0,0,8,40,1,0,0,25,0,1,0,0,13
kommun,2015,88,36,12,10,2,1,0,0,6,3,2,0,7,1,1,0,0,1,0,1,0,3,6,0,0,1,0,0,0,0,0,5,15,0,0,0,2,0,3,0,1,9
kommun,2019,89,101,16,5,18,5,0,1,31,20,5,0,9,0,3,0,2,0,1,0,0,3,34,0,0,0,6,0,1,0,0,27,26,0,1,1,1,0,2,0,1,20
kommun,2019,90,10,0,2,2,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5
kommun,2023,91,68,10,14,4,26,0,0,14,0,0,0,20,2,0,2,0,4,0,4,0,8,18,0,2,0,2,2,0,4,0,8,22,0,0,0,5,0,2,0,0,15
kommun,2023,92,90,23,20,3,1,2,6,31,4,0,0,16,1,0,0,0,0,3,0,0,12,47,0,3,0,24,3,2,0,0,15,29,0,2,0,0,0,0,0,0,27
kommun,2023,93,65,28,5,8,5,1,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,37,0,0,0,0,0,2,0,0,35
kommun,2023,94,604,243,72,39,105,2,23,51,59,10,0,49,1,4,13,16,9,2,0,0,4,112,0,3,2,57,7,5,3,0,35,75,0,0,0,12,0,12,1,0,50
kommun,2019,95,17,2,1,0,5,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,12
kommun,2019,96,112,19,10,1,38,0,0,40,3,1,0,11,1,1,0,2,0,1,0,0,6,23,0,0,0,4,0,0,3,0,16,90,0,0,0,4,0,11,5,0,70
kommun,2019,97,56,24,5,4,5,0,1,9,3,5,0,2,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,1,0,0,2,9,0,0,0,1,0,1,0,0,7
kommun,2019,98,23,2,9,1,5,0,2,3,1,0,0,3,1,0,0,0,0,0,0,0,2,8,1,1,0,2,2,0,0,0,2,7,0,0,0,0,0,0,0,0,7
kommun,2023,99,71,17,12,3,6,1,7,14,4,7,0,6,0,0,0,0,0,2,0,0,4,11,0,0,1,1,0,0,0,0,9,35,0,0,0,5,0,5,0,0,25
kommun,2023,100,205,119,12,7,7,0,10,28,16,6,0,3,0,0,0,0,0,2,0,0,1,11,0,0,0,2,0,0,0,0,9,53,0,0,1,3,0,16,0,0,33
kommun,2019,101,30,14,3,2,2,0,0,7,1,1,0,6,1,0,0,3,0,0,0,0,2,6,0,0,0,0,0,0,0,0,6,15,0,1,0,1,0,2,0,0,11
kommun,2015,102,230,84,25,19,18,0,8,43,27,6,0,42,10,5,2,12,1,0,1,0,11,48,2,4,1,17,8,0,0,0,16,55,1,0,0,6,2,8,1,0,37
kommun,2023,103,105,41,22,8,16,1,6,3,6,2,0,10,1,0,2,0,1,0,0,0,6,12,0,0,0,1,0,0,1,0,10,38,0,0,0,2,0,1,0,0,35
kommun,2019,104,387,94,39,44,90,1,8,42,54,14,1,24,1,1,2,5,3,1,1,0,10,35,0,0,0,18,1,1,0,0,15,75,0,0,0,9,0,19,1,0,46
kommun,2023,105,18,5,3,0,1,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,47
kommun,2019,106,127,32,26,9,20,0,2,14,15,8,1,16,2,1,0,2,0,3,0,0,8,21,2,0,1,3,2,1,0,0,12,23,0,0,0,0,0,5,1,0,17
kommun,2019,107,167,65,11,13,10,5,3,29,19,12,0,7,0,0,0,2,1,1,0,0,3,10,0,0,0,5,0,0,0,0,5,47,0,1,0,1,0,7,2,0,36
kommun,2023,108,96,17,14,0,12,14,0,33,6,0,0,28,3,4,5,3,2,0,1,0,10,23,0,2,0,0,3,0,0,0,18,35,0,0,1,2,0,2,0,0,30
kommun,2015,109,50,8,12,1,0,0,6,10,8,5,0,5,0,1,0,1,1,0,0,0,2,3,1,0,0,1,0,0,0,0,1,23,1,0,1,2,2,1,0,0,16
kommun,2024,110,247,75,47,30,11,2,11,35,25,11,0,15,0,2,0,0,0,1,0,0,12,33,0,3,0,10,1,1,1,0,17,41,0,0,0,0,0,4,2,0,35
kommun,2023,111,296,109,44,5,51,1,6,50,22,8,0,29,2,5,2,4,0,1,1,0,14,33,2,1,1,10,7,2,0,0,10,29,0,1,0,1,0,2,0,0,25
kommun,2019,112,127,33,26,11,21,0,2,10,16,7,1,16,2,1,0,2,0,3,0,0,8,18,2,0,1,2,2,1,0,0,10,24,0,1,0,0,0,4,1,0,18
